Article,Topic,Legitimacy
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
صورة مفبركة وليست لأكبر مظلة في العالم,ترفيه,زائف
فيلم أنا أسطورة لم يتنبأ بآثار لقاح خاطئ على البشر في 2021,ترفيه,زائف
انضمام كلب إلى فريق عمل معرض سيارات هيونداي في البرازيل,ترفيه,صحيح
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
صورة مفبركة وليست لأكبر مظلة في العالم,ترفيه,زائف
فيلم أنا أسطورة لم يتنبأ بآثار لقاح خاطئ على البشر في 2021,ترفيه,زائف
انضمام كلب إلى فريق عمل معرض سيارات هيونداي في البرازيل,ترفيه,صحيح
لاعب كمال أجسام كازاخستاني يتزوج من دمية.. خبر صحيح,ترفيه,صحيح
الصورة لتوم كروز وهو جالس على قمة برج خليفة في دبي,ترفيه,صحيح
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
صورة مفبركة وليست لأكبر مظلة في العالم,ترفيه,زائف
فيلم أنا أسطورة لم يتنبأ بآثار لقاح خاطئ على البشر في 2021,ترفيه,زائف
انضمام كلب إلى فريق عمل معرض سيارات هيونداي في البرازيل,ترفيه,صحيح
لاعب كمال أجسام كازاخستاني يتزوج من دمية.. خبر صحيح,ترفيه,صحيح
الصورة لتوم كروز وهو جالس على قمة برج خليفة في دبي,ترفيه,صحيح
فيديو الحرباء التي تغير لونها معدل رقمياً,ترفيه,زائف
"لم يظهر ""طرزان"" في أحراش عجلون الأردنية",ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
صورة مفبركة وليست لأكبر مظلة في العالم,ترفيه,زائف
فيلم أنا أسطورة لم يتنبأ بآثار لقاح خاطئ على البشر في 2021,ترفيه,زائف
انضمام كلب إلى فريق عمل معرض سيارات هيونداي في البرازيل,ترفيه,صحيح
لاعب كمال أجسام كازاخستاني يتزوج من دمية.. خبر صحيح,ترفيه,صحيح
الصورة لتوم كروز وهو جالس على قمة برج خليفة في دبي,ترفيه,صحيح
فيديو الحرباء التي تغير لونها معدل رقمياً,ترفيه,زائف
"لم يظهر ""طرزان"" في أحراش عجلون الأردنية",ترفيه,زائف
الممثل التركي كيفانش تاتليتوغ ينفي شائعة مثليّته,ترفيه,زائف
لم يكلف الإعلان عن جنس مولود أنس وأصالة 95 ألف دولار,ترفيه,زائف
ليس أسد شركة مترو غولدن ماير,ترفيه,زائف
الحساب مزيف ولم يتحدث ميل غيبسون عن نهاية إسرائيل,ترفيه,زائف
الصور ليست لشاحنات تنشر سُحُبًا في شوارع أوروبا لخفض درجات الحرارة,ترفيه,زائف
لا صحة لخبر إلغاء عرض فيلم باربي في السعودية,ترفيه,زائف
الفيديو مركّب وليس لنيزك يضرب البحر في ألمانيا,ترفيه,زائف
خبر أنّ ملكة جمال هولندا المتحولة جنسيًا من أصل فلسطيني مفبرك,ترفيه,زائف
الصورة مولدة بالذكاء الاصطناعي وليست لجدّة محنطة على هيئة طاولة,ترفيه,زائف
صورة ابن عرس على ظهر نقار الخشب حقيقية,ترفيه,صحيح
صورة الجبل على شكل وجه غاضب في جزيرة سقطرى معدلة رقميًا,ترفيه,زائف
الفيديو لعمل فني وليس لتنّينٍ حقيقيٍّ في منغوليا,ترفيه,زائف
الفيديو مُعدل والسائق لا يقود السيارة بهذه السرعة الفائقة,ترفيه,زائف
لم تُصدر قناة سبيستون بيانًا تعلن فيه إغلاقها,ترفيه,زائف
الصورة مفبركة وليست لسوريّ يدرس على منحدر جبل في منطقة القدموس,ترفيه,زائف
الصورة مفبركة وليست للممثل سمير صبري وعائلته,ترفيه,زائف
الفيديو مفبرك وليس لرجل ينطح ثورًا ويُسقطه على الأرض,ترفيه,زائف
الفيديو مفبرك وليس لمسابقة تلاوة قرآن في الهند,ترفيه,زائف
فيديو مفبرك لشاب إندونيسي يرفع الأذان في برنامج بريطاني للمواهب,ترفيه,زائف
الصورة ليست لزوجين بريطانيين صادف وجودهما وقوع هجمات إرهابية,ترفيه,زائف
الحساب زائف ولا يعود لنجم تيك توك خابي لام,ترفيه,زائف
فيديو سقوط المطعم المعلّق مفبرك وليس في البحرين,ترفيه,زائف
فيديو بتقنية الزيف العميق وليس بمقدور هذا الشخص تقليد ملامح الممثلين,ترفيه,زائف
لم تعلن الشركة المالكة للعبة ببجي عن حذفها قريبًا,ترفيه,زائف
الصورة مفبركة وليست للممثل الأميركي مورغان فريمان بزي مغربي,ترفيه,زائف
صورة مفبركة وليست لأكبر مظلة في العالم,ترفيه,زائف
فيلم أنا أسطورة لم يتنبأ بآثار لقاح خاطئ على البشر في 2021,ترفيه,زائف
انضمام كلب إلى فريق عمل معرض سيارات هيونداي في البرازيل,ترفيه,صحيح
لاعب كمال أجسام كازاخستاني يتزوج من دمية.. خبر صحيح,ترفيه,صحيح
الصورة لتوم كروز وهو جالس على قمة برج خليفة في دبي,ترفيه,صحيح
فيديو الحرباء التي تغير لونها معدل رقمياً,ترفيه,زائف
"لم يظهر ""طرزان"" في أحراش عجلون الأردنية",ترفيه,زائف
الممثل التركي كيفانش تاتليتوغ ينفي شائعة مثليّته,ترفيه,زائف
لم يكلف الإعلان عن جنس مولود أنس وأصالة 95 ألف دولار,ترفيه,زائف
ليس أسد شركة مترو غولدن ماير,ترفيه,زائف
تشبه سيارة الممثلة ياسمين صبري الجديدة، لكنها ليست هي,ترفيه,زائف
"قطة تونسية ""تُبحر"" إلى ألمانيا بطريقة سرية عبر المتوسط",ترفيه,صحيح
"هذه الصورة ليست لصاحبة شخصية ""سوكا"" في فيلم أبو علي وهي كبيرة",ترفيه,زائف
هاتان الصورتان لا تعودان إلى وزيرة الصحة الهولندية,ترفيه,زائف
هذه البطيخة ليست في سورية,ترفيه,زائف
